,region,date,year,month,popn,obs
1509,Kimberley,30/9/2022,2022,9,38932,53
1510,Litchfield,30/9/2022,2022,9,22758,NA
1511,Mackay,30/9/2022,2022,9,125162,6
1512,Outback - North,30/9/2022,2022,9,31172,32
1513,Palmerston,30/9/2022,2022,9,40324,14
1514,Port Douglas - Daintree,30/9/2022,2022,9,12604,2
1515,Tablelands (East) - Kuranda,30/9/2022,2022,9,43928,7
1516,Townsville,30/9/2022,2022,9,198622,35
1517,West Pilbara,30/9/2022,2022,9,31610,3
1518,Whitsunday,30/9/2022,2022,9,24283,3
1519,Alice Springs,31/10/2022,2022,10,41043,115
1520,Barkly,31/10/2022,2022,10,6033,5
1521,Bowen Basin - North,31/10/2022,2022,10,37067,0
1522,Cairns_Region,31/10/2022,2022,10,168527,32
1523,Charters Towers - Ayr - Ingham,31/10/2022,2022,10,42136,4
1524,Daly - Tiwi - West Arnhem,31/10/2022,2022,10,18120,NA
1525,Darwin_Region,31/10/2022,2022,10,86500,76
1526,East Arnhem,31/10/2022,2022,10,14589,7
1527,East Pilbara,31/10/2022,2022,10,27294,17
1528,Far North,31/10/2022,2022,10,33203,44
1529,Innisfail - Cassowary Coast,31/10/2022,2022,10,36020,2
1530,Katherine,31/10/2022,2022,10,21335,4
1531,Kimberley,31/10/2022,2022,10,38932,69
1532,Litchfield,31/10/2022,2022,10,22758,NA
1533,Mackay,31/10/2022,2022,10,125162,7
1534,Outback - North,31/10/2022,2022,10,31172,34
1535,Palmerston,31/10/2022,2022,10,40324,14
1536,Port Douglas - Daintree,31/10/2022,2022,10,12604,5
1537,Tablelands (East) - Kuranda,31/10/2022,2022,10,43928,19
1538,Townsville,31/10/2022,2022,10,198622,29
1539,West Pilbara,31/10/2022,2022,10,31610,18
1540,Whitsunday,31/10/2022,2022,10,24283,2
1541,Alice Springs,30/11/2022,2022,11,41043,157
1542,Barkly,30/11/2022,2022,11,6033,0
1543,Bowen Basin - North,30/11/2022,2022,11,37067,0
1544,Cairns_Region,30/11/2022,2022,11,168527,30
1545,Charters Towers - Ayr - Ingham,30/11/2022,2022,11,42136,12
1546,Daly - Tiwi - West Arnhem,30/11/2022,2022,11,18120,NA
1547,Darwin_Region,30/11/2022,2022,11,86500,63
1548,East Arnhem,30/11/2022,2022,11,14589,6
1549,East Pilbara,30/11/2022,2022,11,27294,23
1550,Far North,30/11/2022,2022,11,33203,39
1551,Innisfail - Cassowary Coast,30/11/2022,2022,11,36020,6
1552,Katherine,30/11/2022,2022,11,21335,NA
1553,Kimberley,30/11/2022,2022,11,38932,81
1554,Litchfield,30/11/2022,2022,11,22758,NA
1555,Mackay,30/11/2022,2022,11,125162,11
1556,Outback - North,30/11/2022,2022,11,31172,34
1557,Palmerston,30/11/2022,2022,11,40324,11
1558,Port Douglas - Daintree,30/11/2022,2022,11,12604,1
1559,Tablelands (East) - Kuranda,30/11/2022,2022,11,43928,14
1560,Townsville,30/11/2022,2022,11,198622,35
1561,West Pilbara,30/11/2022,2022,11,31610,15
1562,Whitsunday,30/11/2022,2022,11,24283,4
1563,Alice Springs,31/12/2022,2022,12,41043,162
1564,Barkly,31/12/2022,2022,12,6033,21
1565,Bowen Basin - North,31/12/2022,2022,12,37067,0
1566,Cairns_Region,31/12/2022,2022,12,168527,36
1567,Charters Towers - Ayr - Ingham,31/12/2022,2022,12,42136,14
1568,Daly - Tiwi - West Arnhem,31/12/2022,2022,12,18120,1
1569,Darwin_Region,31/12/2022,2022,12,86500,98
1570,East Arnhem,31/12/2022,2022,12,14589,21
1571,East Pilbara,31/12/2022,2022,12,27294,19
1572,Far North,31/12/2022,2022,12,33203,34
1573,Innisfail - Cassowary Coast,31/12/2022,2022,12,36020,6
1574,Katherine,31/12/2022,2022,12,21335,58
1575,Kimberley,31/12/2022,2022,12,38932,60
1576,Litchfield,31/12/2022,2022,12,22758,0
1577,Mackay,31/12/2022,2022,12,125162,8
1578,Outback - North,31/12/2022,2022,12,31172,41
1579,Palmerston,31/12/2022,2022,12,40324,21
1580,Port Douglas - Daintree,31/12/2022,2022,12,12604,2
1581,Tablelands (East) - Kuranda,31/12/2022,2022,12,43928,10
1582,Townsville,31/12/2022,2022,12,198622,38
1583,West Pilbara,31/12/2022,2022,12,31610,17
1584,Whitsunday,31/12/2022,2022,12,24283,5
1585,Alice Springs,31/1/2023,2023,1,41043,NA
1586,Barkly,31/1/2023,2023,1,6033,NA
1587,Bowen Basin - North,31/1/2023,2023,1,37067,NA
1588,Cairns_Region,31/1/2023,2023,1,168527,NA
1589,Charters Towers - Ayr - Ingham,31/1/2023,2023,1,42136,NA
1590,Daly - Tiwi - West Arnhem,31/1/2023,2023,1,18120,NA
1591,Darwin_Region,31/1/2023,2023,1,86500,NA
1592,East Arnhem,31/1/2023,2023,1,14589,NA
1593,East Pilbara,31/1/2023,2023,1,27294,NA
1594,Far North,31/1/2023,2023,1,33203,NA
1595,Innisfail - Cassowary Coast,31/1/2023,2023,1,36020,NA
1596,Katherine,31/1/2023,2023,1,21335,NA
1597,Kimberley,31/1/2023,2023,1,38932,NA
1598,Litchfield,31/1/2023,2023,1,22758,NA
1599,Mackay,31/1/2023,2023,1,125162,NA
1600,Outback - North,31/1/2023,2023,1,31172,NA
1601,Palmerston,31/1/2023,2023,1,40324,NA
1602,Port Douglas - Daintree,31/1/2023,2023,1,12604,NA
1603,Tablelands (East) - Kuranda,31/1/2023,2023,1,43928,NA
1604,Townsville,31/1/2023,2023,1,198622,NA
1605,West Pilbara,31/1/2023,2023,1,31610,NA
1606,Whitsunday,31/1/2023,2023,1,24283,NA
1607,Alice Springs,28/2/2023,2023,2,41043,NA
1608,Barkly,28/2/2023,2023,2,6033,NA
1609,Bowen Basin - North,28/2/2023,2023,2,37067,NA
1610,Cairns_Region,28/2/2023,2023,2,168527,NA
1611,Charters Towers - Ayr - Ingham,28/2/2023,2023,2,42136,NA
1612,Daly - Tiwi - West Arnhem,28/2/2023,2023,2,18120,NA
1613,Darwin_Region,28/2/2023,2023,2,86500,NA
1614,East Arnhem,28/2/2023,2023,2,14589,NA
1615,East Pilbara,28/2/2023,2023,2,27294,NA
1616,Far North,28/2/2023,2023,2,33203,NA
1617,Innisfail - Cassowary Coast,28/2/2023,2023,2,36020,NA
1618,Katherine,28/2/2023,2023,2,21335,NA
1619,Kimberley,28/2/2023,2023,2,38932,NA
1620,Litchfield,28/2/2023,2023,2,22758,NA
1621,Mackay,28/2/2023,2023,2,125162,NA
1622,Outback - North,28/2/2023,2023,2,31172,NA
1623,Palmerston,28/2/2023,2023,2,40324,NA
1624,Port Douglas - Daintree,28/2/2023,2023,2,12604,NA
1625,Tablelands (East) - Kuranda,28/2/2023,2023,2,43928,NA
1626,Townsville,28/2/2023,2023,2,198622,NA
1627,West Pilbara,28/2/2023,2023,2,31610,NA
1628,Whitsunday,28/2/2023,2023,2,24283,NA
1629,Alice Springs,31/3/2023,2023,3,41043,NA
1630,Barkly,31/3/2023,2023,3,6033,NA
1631,Bowen Basin - North,31/3/2023,2023,3,37067,NA
1632,Cairns_Region,31/3/2023,2023,3,168527,NA
1633,Charters Towers - Ayr - Ingham,31/3/2023,2023,3,42136,NA
1634,Daly - Tiwi - West Arnhem,31/3/2023,2023,3,18120,NA
1635,Darwin_Region,31/3/2023,2023,3,86500,NA
1636,East Arnhem,31/3/2023,2023,3,14589,NA
1637,East Pilbara,31/3/2023,2023,3,27294,NA
1638,Far North,31/3/2023,2023,3,33203,NA
1639,Innisfail - Cassowary Coast,31/3/2023,2023,3,36020,NA
1640,Katherine,31/3/2023,2023,3,21335,NA
1641,Kimberley,31/3/2023,2023,3,38932,NA
1642,Litchfield,31/3/2023,2023,3,22758,NA
1643,Mackay,31/3/2023,2023,3,125162,NA
1644,Outback - North,31/3/2023,2023,3,31172,NA
1645,Palmerston,31/3/2023,2023,3,40324,NA
1646,Port Douglas - Daintree,31/3/2023,2023,3,12604,NA
1647,Tablelands (East) - Kuranda,31/3/2023,2023,3,43928,NA
1648,Townsville,31/3/2023,2023,3,198622,NA
1649,West Pilbara,31/3/2023,2023,3,31610,NA
1650,Whitsunday,31/3/2023,2023,3,24283,NA
1651,Alice Springs,30/4/2023,2023,4,41043,NA
1652,Barkly,30/4/2023,2023,4,6033,NA
1653,Bowen Basin - North,30/4/2023,2023,4,37067,NA
1654,Cairns_Region,30/4/2023,2023,4,168527,NA
1655,Charters Towers - Ayr - Ingham,30/4/2023,2023,4,42136,NA
1656,Daly - Tiwi - West Arnhem,30/4/2023,2023,4,18120,NA
1657,Darwin_Region,30/4/2023,2023,4,86500,NA
1658,East Arnhem,30/4/2023,2023,4,14589,NA
1659,East Pilbara,30/4/2023,2023,4,27294,NA
1660,Far North,30/4/2023,2023,4,33203,NA
1661,Innisfail - Cassowary Coast,30/4/2023,2023,4,36020,NA
1662,Katherine,30/4/2023,2023,4,21335,NA
1663,Kimberley,30/4/2023,2023,4,38932,NA
1664,Litchfield,30/4/2023,2023,4,22758,NA
1665,Mackay,30/4/2023,2023,4,125162,NA
1666,Outback - North,30/4/2023,2023,4,31172,NA
1667,Palmerston,30/4/2023,2023,4,40324,NA
1668,Port Douglas - Daintree,30/4/2023,2023,4,12604,NA
1669,Tablelands (East) - Kuranda,30/4/2023,2023,4,43928,NA
1670,Townsville,30/4/2023,2023,4,198622,NA
1671,West Pilbara,30/4/2023,2023,4,31610,NA
1672,Whitsunday,30/4/2023,2023,4,24283,NA
1673,Alice Springs,31/5/2023,2023,5,41043,NA
1674,Barkly,31/5/2023,2023,5,6033,NA
1675,Bowen Basin - North,31/5/2023,2023,5,37067,NA
1676,Cairns_Region,31/5/2023,2023,5,168527,NA
1677,Charters Towers - Ayr - Ingham,31/5/2023,2023,5,42136,NA
1678,Daly - Tiwi - West Arnhem,31/5/2023,2023,5,18120,NA
1679,Darwin_Region,31/5/2023,2023,5,86500,NA
1680,East Arnhem,31/5/2023,2023,5,14589,NA
1681,East Pilbara,31/5/2023,2023,5,27294,NA
1682,Far North,31/5/2023,2023,5,33203,NA
1683,Innisfail - Cassowary Coast,31/5/2023,2023,5,36020,NA
1684,Katherine,31/5/2023,2023,5,21335,NA
1685,Kimberley,31/5/2023,2023,5,38932,NA
1686,Litchfield,31/5/2023,2023,5,22758,NA
1687,Mackay,31/5/2023,2023,5,125162,NA
1688,Outback - North,31/5/2023,2023,5,31172,NA
1689,Palmerston,31/5/2023,2023,5,40324,NA
1690,Port Douglas - Daintree,31/5/2023,2023,5,12604,NA
1691,Tablelands (East) - Kuranda,31/5/2023,2023,5,43928,NA
1692,Townsville,31/5/2023,2023,5,198622,NA
1693,West Pilbara,31/5/2023,2023,5,31610,NA
1694,Whitsunday,31/5/2023,2023,5,24283,NA
1695,Alice Springs,30/6/2023,2023,6,41043,NA
1696,Barkly,30/6/2023,2023,6,6033,NA
1697,Bowen Basin - North,30/6/2023,2023,6,37067,NA
1698,Cairns_Region,30/6/2023,2023,6,168527,NA
1699,Charters Towers - Ayr - Ingham,30/6/2023,2023,6,42136,NA
1700,Daly - Tiwi - West Arnhem,30/6/2023,2023,6,18120,NA
1701,Darwin_Region,30/6/2023,2023,6,86500,NA
1702,East Arnhem,30/6/2023,2023,6,14589,NA
1703,East Pilbara,30/6/2023,2023,6,27294,NA
1704,Far North,30/6/2023,2023,6,33203,NA
1705,Innisfail - Cassowary Coast,30/6/2023,2023,6,36020,NA
1706,Katherine,30/6/2023,2023,6,21335,NA
1707,Kimberley,30/6/2023,2023,6,38932,NA
1708,Litchfield,30/6/2023,2023,6,22758,NA
1709,Mackay,30/6/2023,2023,6,125162,NA
1710,Outback - North,30/6/2023,2023,6,31172,NA
1711,Palmerston,30/6/2023,2023,6,40324,NA
1712,Port Douglas - Daintree,30/6/2023,2023,6,12604,NA
1713,Tablelands (East) - Kuranda,30/6/2023,2023,6,43928,NA
1714,Townsville,30/6/2023,2023,6,198622,NA
1715,West Pilbara,30/6/2023,2023,6,31610,NA
1716,Whitsunday,30/6/2023,2023,6,24283,NA
