"","region","date","year","month","popn","obs","p","rate","obs.noise"
"1289","Kimberley",2021-11-30,2021,11,38717,86,0.002221246,22.21246481,85
"1290","Litchfield",2021-11-30,2021,11,22599,2,8.8499491127926e-05,0.884994911,1
"1291","Mackay",2021-11-30,2021,11,123183,8,6.49440263672747e-05,0.649440264,7
"1292","Outback - North",2021-11-30,2021,11,31144,26,0.000834832,8.348317493,25
"1293","Palmerston",2021-11-30,2021,11,39514,16,0.00040492,4.049197753,15
"1294","Port Douglas - Daintree",2021-11-30,2021,11,12360,9,0.000728155,7.281553398,8
"1295","Tablelands (East) - Kuranda",2021-11-30,2021,11,43354,12,0.000276791,2.767910689,11
"1296","Townsville",2021-11-30,2021,11,195564,26,0.000132949,1.329488045,25
"1297","West Pilbara",2021-11-30,2021,11,31206,17,0.000544767,5.44767032,16
"1298","Whitsunday",2021-11-30,2021,11,23709,3,0.000126534,1.265342275,2
"1299","Alice Springs",2021-12-31,2021,12,40693,15,0.000368614,3.686137665,14
"1300","Barkly",2021-12-31,2021,12,6020,31,0.005149502,51.49501661,30
"1301","Bowen Basin - North",2021-12-31,2021,12,36377,1,2.74898974626825e-05,0.274898975,0
"1302","Cairns_Region",2021-12-31,2021,12,165605,32,0.000193231,1.932308807,31
"1303","Charters Towers - Ayr - Ingham",2021-12-31,2021,12,41888,10,0.000238732,2.387318564,9
"1304","Daly - Tiwi - West Arnhem",2021-12-31,2021,12,18021,5,0.000277454,2.774540813,4
"1305","Darwin_Region",2021-12-31,2021,12,86688,75,0.000865172,8.651716501,74
"1306","East Arnhem",2021-12-31,2021,12,14520,8,0.000550964,5.509641873,7
"1307","East Pilbara",2021-12-31,2021,12,27037,20,0.000739727,7.397270407,19
"1308","Far North",2021-12-31,2021,12,33068,34,0.001028184,10.28184347,33
"1309","Innisfail - Cassowary Coast",2021-12-31,2021,12,35830,14,0.000390734,3.907340218,13
"1310","Katherine",2021-12-31,2021,12,21145,39,0.001844408,18.44407661,38
"1311","Kimberley",2021-12-31,2021,12,38717,111,0.002866958,28.66957667,110
"1312","Litchfield",2021-12-31,2021,12,22599,1,4.4249745563963e-05,0.442497456,0
"1313","Mackay",2021-12-31,2021,12,123183,16,0.000129888,1.298880527,15
"1314","Outback - North",2021-12-31,2021,12,31144,24,0.000770614,7.706139224,23
"1315","Palmerston",2021-12-31,2021,12,39514,26,0.000657995,6.579946348,25
"1316","Port Douglas - Daintree",2021-12-31,2021,12,12360,4,0.000323625,3.236245955,3
"1317","Tablelands (East) - Kuranda",2021-12-31,2021,12,43354,20,0.000461318,4.613184481,19
"1318","Townsville",2021-12-31,2021,12,195564,32,0.000163629,1.636292978,31
"1319","West Pilbara",2021-12-31,2021,12,31206,17,0.000544767,5.44767032,16
"1320","Whitsunday",2021-12-31,2021,12,23709,5,0.00021089,2.108903792,4
"1321","Alice Springs",2022-01-31,2022,1,41043,77,0.001876081,18.76081183,76
"1322","Barkly",2022-01-31,2022,1,6033,28,0.00464114,46.41140394,27
"1323","Bowen Basin - North",2022-01-31,2022,1,37067,1,2.69781746567027e-05,0.269781747,0
"1324","Cairns_Region",2022-01-31,2022,1,168527,40,0.000237351,2.373506916,39
"1325","Charters Towers - Ayr - Ingham",2022-01-31,2022,1,42136,7,0.000166129,1.66128726,6
"1326","Daly - Tiwi - West Arnhem",2022-01-31,2022,1,18120,4,0.000220751,2.207505519,3
"1327","Darwin_Region",2022-01-31,2022,1,86500,98,0.001132948,11.32947977,97
"1328","East Arnhem",2022-01-31,2022,1,14589,14,0.000959627,9.596271163,13
"1329","East Pilbara",2022-01-31,2022,1,27294,45,0.001648714,16.48714003,44
"1330","Far North",2022-01-31,2022,1,33203,55,0.001656477,16.56476824,54
"1331","Innisfail - Cassowary Coast",2022-01-31,2022,1,36020,5,0.000138812,1.388117712,4
"1332","Katherine",2022-01-31,2022,1,21335,46,0.002156082,21.56081556,45
"1333","Kimberley",2022-01-31,2022,1,38932,157,0.004032672,40.32672352,156
"1334","Litchfield",2022-01-31,2022,1,22758,3,0.000131822,1.31821777,2
"1335","Mackay",2022-01-31,2022,1,125162,17,0.000135824,1.358239721,16
"1336","Outback - North",2022-01-31,2022,1,31172,32,0.001026562,10.26562299,31
"1337","Palmerston",2022-01-31,2022,1,40324,14,0.000347188,3.47187779,13
"1338","Port Douglas - Daintree",2022-01-31,2022,1,12604,5,0.000396699,3.966994605,4
"1339","Tablelands (East) - Kuranda",2022-01-31,2022,1,43928,12,0.000273174,2.731742852,11
"1340","Townsville",2022-01-31,2022,1,198622,46,0.000231596,2.315956943,45
"1341","West Pilbara",2022-01-31,2022,1,31610,22,0.000695982,6.959822841,21
"1342","Whitsunday",2022-01-31,2022,1,24283,1,4.1181073178767e-05,0.411810732,0
"1343","Alice Springs",2022-02-28,2022,2,41043,65,0.001583705,15.83704895,64
"1344","Barkly",2022-02-28,2022,2,6033,46,0.007624731,76.24730648,45
"1345","Bowen Basin - North",2022-02-28,2022,2,37067,2,5.39563493134055e-05,0.539563493,1
"1346","Cairns_Region",2022-02-28,2022,2,168527,36,0.000213616,2.136156224,35
"1347","Charters Towers - Ayr - Ingham",2022-02-28,2022,2,42136,8,0.000189861,1.898614012,7
"1348","Daly - Tiwi - West Arnhem",2022-02-28,2022,2,18120,3,0.000165563,1.655629139,2
"1349","Darwin_Region",2022-02-28,2022,2,86500,105,0.001213873,12.13872832,104
"1350","East Arnhem",2022-02-28,2022,2,14589,13,0.000891082,8.910823223,12
"1351","East Pilbara",2022-02-28,2022,2,27294,37,0.001355609,13.55609291,36
"1352","Far North",2022-02-28,2022,2,33203,35,0.001054122,10.54121616,34
"1353","Innisfail - Cassowary Coast",2022-02-28,2022,2,36020,7,0.000194336,1.943364797,6
"1354","Katherine",2022-02-28,2022,2,21335,32,0.001499883,14.99882822,31
"1355","Kimberley",2022-02-28,2022,2,38932,111,0.002851125,28.51125039,110
"1356","Litchfield",2022-02-28,2022,2,22758,0,0,0,0
"1357","Mackay",2022-02-28,2022,2,125162,10,7.98964541953628e-05,0.798964542,9
"1358","Outback - North",2022-02-28,2022,2,31172,33,0.001058642,10.58642371,32
"1359","Palmerston",2022-02-28,2022,2,40324,23,0.00057038,5.703799226,22
"1360","Port Douglas - Daintree",2022-02-28,2022,2,12604,6,0.000476039,4.760393526,5
"1361","Tablelands (East) - Kuranda",2022-02-28,2022,2,43928,11,0.00025041,2.504097614,10
"1362","Townsville",2022-02-28,2022,2,198622,41,0.000206422,2.064222493,40
"1363","West Pilbara",2022-02-28,2022,2,31610,23,0.000727618,7.276178425,22
"1364","Whitsunday",2022-02-28,2022,2,24283,1,4.1181073178767e-05,0.411810732,0
"1365","Alice Springs",2022-03-31,2022,3,41043,105,0.002558293,25.58292522,104
"1366","Barkly",2022-03-31,2022,3,6033,41,0.006795956,67.95955578,40
"1367","Bowen Basin - North",2022-03-31,2022,3,37067,2,5.39563493134055e-05,0.539563493,1
"1368","Cairns_Region",2022-03-31,2022,3,168527,36,0.000213616,2.136156224,35
"1369","Charters Towers - Ayr - Ingham",2022-03-31,2022,3,42136,9,0.000213594,2.135940763,8
"1370","Daly - Tiwi - West Arnhem",2022-03-31,2022,3,18120,7,0.000386313,3.863134658,6
"1371","Darwin_Region",2022-03-31,2022,3,86500,93,0.001075145,10.75144509,92
"1372","East Arnhem",2022-03-31,2022,3,14589,24,0.001645075,16.45075057,23
"1373","East Pilbara",2022-03-31,2022,3,27294,22,0.000806038,8.060379571,21
"1374","Far North",2022-03-31,2022,3,33203,49,0.00147577,14.75770262,48
"1375","Innisfail - Cassowary Coast",2022-03-31,2022,3,36020,16,0.000444198,4.44197668,15
"1376","Katherine",2022-03-31,2022,3,21335,39,0.001827982,18.27982189,38
"1377","Kimberley",2022-03-31,2022,3,38932,92,0.002363095,23.63094627,91
"1378","Litchfield",2022-03-31,2022,3,22758,4,0.000175762,1.757623693,3
"1379","Mackay",2022-03-31,2022,3,125162,25,0.000199741,1.997411355,24
"1380","Outback - North",2022-03-31,2022,3,31172,48,0.001539843,15.39843449,47
"1381","Palmerston",2022-03-31,2022,3,40324,20,0.000495983,4.959825414,19
"1382","Port Douglas - Daintree",2022-03-31,2022,3,12604,12,0.000952079,9.520787052,11
"1383","Tablelands (East) - Kuranda",2022-03-31,2022,3,43928,17,0.000386997,3.86996904,16
"1384","Townsville",2022-03-31,2022,3,198622,37,0.000186283,1.862834933,36
"1385","West Pilbara",2022-03-31,2022,3,31610,25,0.000790889,7.908889592,24
"1386","Whitsunday",2022-03-31,2022,3,24283,1,4.1181073178767e-05,0.411810732,0
"1387","Alice Springs",2022-04-30,2022,4,41043,140,0.003411057,34.11056697,139
"1388","Barkly",2022-04-30,2022,4,6033,32,0.00530416,53.04160451,31
"1389","Bowen Basin - North",2022-04-30,2022,4,37067,2,5.39563493134055e-05,0.539563493,1
"1390","Cairns_Region",2022-04-30,2022,4,168527,30,0.000178013,1.780130187,29
"1391","Charters Towers - Ayr - Ingham",2022-04-30,2022,4,42136,4,9.49307005885703e-05,0.949307006,3
"1392","Daly - Tiwi - West Arnhem",2022-04-30,2022,4,18120,3,0.000165563,1.655629139,2
"1393","Darwin_Region",2022-04-30,2022,4,86500,80,0.000924855,9.248554913,79
"1394","East Arnhem",2022-04-30,2022,4,14589,13,0.000891082,8.910823223,12
"1395","East Pilbara",2022-04-30,2022,4,27294,17,0.000622848,6.228475123,16
"1396","Far North",2022-04-30,2022,4,33203,47,0.001415535,14.15534741,46
"1397","Innisfail - Cassowary Coast",2022-04-30,2022,4,36020,7,0.000194336,1.943364797,6
"1398","Katherine",2022-04-30,2022,4,21335,60,0.00281228,28.12280291,59
"1399","Kimberley",2022-04-30,2022,4,38932,72,0.001849378,18.49378403,71
"1400","Litchfield",2022-04-30,2022,4,22758,1,4.39405923191845e-05,0.439405923,0
"1401","Mackay",2022-04-30,2022,4,125162,11,8.78860996148991e-05,0.878860996,10
"1402","Outback - North",2022-04-30,2022,4,31172,36,0.001154883,11.54882587,35
"1403","Palmerston",2022-04-30,2022,4,40324,26,0.000644777,6.447773038,25
"1404","Port Douglas - Daintree",2022-04-30,2022,4,12604,2,0.00015868,1.586797842,1
"1405","Tablelands (East) - Kuranda",2022-04-30,2022,4,43928,22,0.00050082,5.008195229,21
"1406","Townsville",2022-04-30,2022,4,198622,22,0.000110763,1.107631582,21
"1407","West Pilbara",2022-04-30,2022,4,31610,16,0.000506169,5.061689339,15
"1408","Whitsunday",2022-04-30,2022,4,24283,6,0.000247086,2.470864391,5
"1409","Alice Springs",2022-05-31,2022,5,41043,142,0.003459786,34.59786078,141
"1410","Barkly",2022-05-31,2022,5,6033,33,0.005469915,54.69915465,32
"1411","Bowen Basin - North",2022-05-31,2022,5,37067,2,5.39563493134055e-05,0.539563493,1
"1412","Cairns_Region",2022-05-31,2022,5,168527,47,0.000278887,2.788870626,46
"1413","Charters Towers - Ayr - Ingham",2022-05-31,2022,5,42136,6,0.000142396,1.423960509,5
"1414","Daly - Tiwi - West Arnhem",2022-05-31,2022,5,18120,3,0.000165563,1.655629139,2
"1415","Darwin_Region",2022-05-31,2022,5,86500,70,0.000809249,8.092485549,69
"1416","East Arnhem",2022-05-31,2022,5,14589,22,0.001507985,15.07985469,21
"1417","East Pilbara",2022-05-31,2022,5,27294,27,0.000989228,9.892284018,26
"1418","Far North",2022-05-31,2022,5,33203,48,0.001445653,14.45652501,47
"1419","Innisfail - Cassowary Coast",2022-05-31,2022,5,36020,12,0.000333148,3.33148251,11
"1420","Katherine",2022-05-31,2022,5,21335,53,0.002484181,24.84180923,52
"1421","Kimberley",2022-05-31,2022,5,38932,70,0.001798007,17.98006781,69
"1422","Litchfield",2022-05-31,2022,5,22758,1,4.39405923191845e-05,0.439405923,0
"1423","Mackay",2022-05-31,2022,5,125162,8,6.39171633562903e-05,0.639171634,7
"1424","Outback - North",2022-05-31,2022,5,31172,47,0.001507763,15.07763377,46
"1425","Palmerston",2022-05-31,2022,5,40324,31,0.000768773,7.687729392,30
"1426","Port Douglas - Daintree",2022-05-31,2022,5,12604,4,0.00031736,3.173595684,3
"1427","Tablelands (East) - Kuranda",2022-05-31,2022,5,43928,14,0.000318703,3.187033327,13
"1428","Townsville",2022-05-31,2022,5,198622,27,0.000135937,1.359366032,26
"1429","West Pilbara",2022-05-31,2022,5,31610,17,0.000537804,5.378044922,16
"1430","Whitsunday",2022-05-31,2022,5,24283,4,0.000164724,1.647242927,3
"1431","Alice Springs",2022-06-30,2022,6,41043,112,0.002728845,27.28845357,111
"1432","Barkly",2022-06-30,2022,6,6033,10,0.00165755,16.57550141,9
"1433","Bowen Basin - North",2022-06-30,2022,6,37067,2,5.39563493134055e-05,0.539563493,1
"1434","Cairns_Region",2022-06-30,2022,6,168527,39,0.000231417,2.314169243,38
"1435","Charters Towers - Ayr - Ingham",2022-06-30,2022,6,42136,12,0.000284792,2.847921018,11
"1436","Daly - Tiwi - West Arnhem",2022-06-30,2022,6,18120,NA,NA,NA,NA
"1437","Darwin_Region",2022-06-30,2022,6,86500,61,0.000705202,7.052023121,60
"1438","East Arnhem",2022-06-30,2022,6,14589,7,0.000479814,4.798135582,6
"1439","East Pilbara",2022-06-30,2022,6,27294,22,0.000806038,8.060379571,21
"1440","Far North",2022-06-30,2022,6,33203,44,0.001325181,13.2518146,43
"1441","Innisfail - Cassowary Coast",2022-06-30,2022,6,36020,4,0.000111049,1.11049417,3
"1442","Katherine",2022-06-30,2022,6,21335,2,9.37426763534099e-05,0.937426764,1
"1443","Kimberley",2022-06-30,2022,6,38932,47,0.001207233,12.07233124,46
"1444","Litchfield",2022-06-30,2022,6,22758,NA,NA,NA,NA
"1445","Mackay",2022-06-30,2022,6,125162,10,7.98964541953628e-05,0.798964542,9
"1446","Outback - North",2022-06-30,2022,6,31172,30,0.000962402,9.624021558,29
"1447","Palmerston",2022-06-30,2022,6,40324,8,0.000198393,1.983930166,7
"1448","Port Douglas - Daintree",2022-06-30,2022,6,12604,5,0.000396699,3.966994605,4
"1449","Tablelands (East) - Kuranda",2022-06-30,2022,6,43928,11,0.00025041,2.504097614,10
"1450","Townsville",2022-06-30,2022,6,198622,36,0.000181249,1.812488043,35
"1451","West Pilbara",2022-06-30,2022,6,31610,17,0.000537804,5.378044922,16
"1452","Whitsunday",2022-06-30,2022,6,24283,2,8.23621463575341e-05,0.823621464,1
"1453","Alice Springs",2022-07-31,2022,7,41043,92,0.002241552,22.41551544,91
"1454","Barkly",2022-07-31,2022,7,6033,3,0.000497265,4.972650423,2
"1455","Bowen Basin - North",2022-07-31,2022,7,37067,2,5.39563493134055e-05,0.539563493,1
"1456","Cairns_Region",2022-07-31,2022,7,168527,31,0.000183947,1.83946786,30
"1457","Charters Towers - Ayr - Ingham",2022-07-31,2022,7,42136,8,0.000189861,1.898614012,7
"1458","Daly - Tiwi - West Arnhem",2022-07-31,2022,7,18120,NA,NA,NA,NA
"1459","Darwin_Region",2022-07-31,2022,7,86500,63,0.000728324,7.283236994,62
"1460","East Arnhem",2022-07-31,2022,7,14589,10,0.000685448,6.854479402,9
"1461","East Pilbara",2022-07-31,2022,7,27294,13,0.000476295,4.762951564,12
"1462","Far North",2022-07-31,2022,7,33203,42,0.001264946,12.64945939,41
"1463","Innisfail - Cassowary Coast",2022-07-31,2022,7,36020,10,0.000277624,2.776235425,9
"1464","Katherine",2022-07-31,2022,7,21335,9,0.000421842,4.218420436,8
"1465","Kimberley",2022-07-31,2022,7,38932,38,0.000976061,9.76060824,37
"1466","Litchfield",2022-07-31,2022,7,22758,NA,NA,NA,NA
"1467","Mackay",2022-07-31,2022,7,125162,8,6.39171633562903e-05,0.639171634,7
"1468","Outback - North",2022-07-31,2022,7,31172,26,0.000834082,8.340818683,25
"1469","Palmerston",2022-07-31,2022,7,40324,10,0.000247991,2.479912707,9
"1470","Port Douglas - Daintree",2022-07-31,2022,7,12604,4,0.00031736,3.173595684,3
"1471","Tablelands (East) - Kuranda",2022-07-31,2022,7,43928,9,0.000204881,2.048807139,8
"1472","Townsville",2022-07-31,2022,7,198622,27,0.000135937,1.359366032,26
"1473","West Pilbara",2022-07-31,2022,7,31610,14,0.000442898,4.428978171,13
"1474","Whitsunday",2022-07-31,2022,7,24283,4,0.000164724,1.647242927,3
"1475","Alice Springs",2022-08-31,2022,8,41043,104,0.002533928,25.33927832,103
"1476","Barkly",2022-08-31,2022,8,6033,3,0.000497265,4.972650423,2
"1477","Bowen Basin - North",2022-08-31,2022,8,37067,1,2.69781746567027e-05,0.269781747,0
"1478","Cairns_Region",2022-08-31,2022,8,168527,38,0.000225483,2.25483157,37
"1479","Charters Towers - Ayr - Ingham",2022-08-31,2022,8,42136,8,0.000189861,1.898614012,7
"1480","Daly - Tiwi - West Arnhem",2022-08-31,2022,8,18120,NA,NA,NA,NA
"1481","Darwin_Region",2022-08-31,2022,8,86500,57,0.00065896,6.589595376,56
"1482","East Arnhem",2022-08-31,2022,8,14589,10,0.000685448,6.854479402,9
"1483","East Pilbara",2022-08-31,2022,8,27294,19,0.000696124,6.961236902,18
"1484","Far North",2022-08-31,2022,8,33203,42,0.001264946,12.64945939,41
"1485","Innisfail - Cassowary Coast",2022-08-31,2022,8,36020,9,0.000249861,2.498611882,8
"1486","Katherine",2022-08-31,2022,8,21335,NA,NA,NA,NA
"1487","Kimberley",2022-08-31,2022,8,38932,42,0.001078804,10.78804069,41
"1488","Litchfield",2022-08-31,2022,8,22758,NA,NA,NA,NA
"1489","Mackay",2022-08-31,2022,8,125162,9,7.19068087758265e-05,0.719068088,8
"1490","Outback - North",2022-08-31,2022,8,31172,34,0.001090722,10.90722443,33
"1491","Palmerston",2022-08-31,2022,8,40324,7,0.000173594,1.735938895,6
"1492","Port Douglas - Daintree",2022-08-31,2022,8,12604,2,0.00015868,1.586797842,1
"1493","Tablelands (East) - Kuranda",2022-08-31,2022,8,43928,12,0.000273174,2.731742852,11
"1494","Townsville",2022-08-31,2022,8,198622,20,0.000100694,1.006937801,19
"1495","West Pilbara",2022-08-31,2022,8,31610,18,0.00056944,5.694400506,17
"1496","Whitsunday",2022-08-31,2022,8,24283,2,8.23621463575341e-05,0.823621464,1
"1497","Alice Springs",2022-09-30,2022,9,41043,106,0.002582657,25.82657213,105
"1498","Barkly",2022-09-30,2022,9,6033,2,0.00033151,3.315100282,1
"1499","Bowen Basin - North",2022-09-30,2022,9,37067,1,2.69781746567027e-05,0.269781747,0
"1500","Cairns_Region",2022-09-30,2022,9,168527,21,0.000124609,1.246091131,20
"1501","Charters Towers - Ayr - Ingham",2022-09-30,2022,9,42136,9,0.000213594,2.135940763,8
"1502","Daly - Tiwi - West Arnhem",2022-09-30,2022,9,18120,NA,NA,NA,NA
"1503","Darwin_Region",2022-09-30,2022,9,86500,72,0.00083237,8.323699422,71
"1504","East Arnhem",2022-09-30,2022,9,14589,11,0.000753993,7.539927343,10
"1505","East Pilbara",2022-09-30,2022,9,27294,17,0.000622848,6.228475123,16
"1506","Far North",2022-09-30,2022,9,33203,44,0.001325181,13.2518146,43
"1507","Innisfail - Cassowary Coast",2022-09-30,2022,9,36020,6,0.000166574,1.665741255,5
"1508","Katherine",2022-09-30,2022,9,21335,NA,NA,NA,NA
"1509","Kimberley",2022-09-30,2022,9,38932,54,0.001387034,13.87033803,53
"1510","Litchfield",2022-09-30,2022,9,22758,NA,NA,NA,NA
"1511","Mackay",2022-09-30,2022,9,125162,7,5.5927517936754e-05,0.559275179,6
"1512","Outback - North",2022-09-30,2022,9,31172,33,0.001058642,10.58642371,32
"1513","Palmerston",2022-09-30,2022,9,40324,15,0.000371987,3.719869061,14
"1514","Port Douglas - Daintree",2022-09-30,2022,9,12604,3,0.00023802,2.380196763,2
"1515","Tablelands (East) - Kuranda",2022-09-30,2022,9,43928,8,0.000182116,1.821161901,7
"1516","Townsville",2022-09-30,2022,9,198622,36,0.000181249,1.812488043,35
"1517","West Pilbara",2022-09-30,2022,9,31610,4,0.000126542,1.265422335,3
"1518","Whitsunday",2022-09-30,2022,9,24283,4,0.000164724,1.647242927,3
"1519","Alice Springs",2022-10-31,2022,10,41043,116,0.002826304,28.2630412,115
"1520","Barkly",2022-10-31,2022,10,6033,6,0.00099453,9.945300845,5
"1521","Bowen Basin - North",2022-10-31,2022,10,37067,1,2.69781746567027e-05,0.269781747,0
"1522","Cairns_Region",2022-10-31,2022,10,168527,33,0.000195814,1.958143206,32
"1523","Charters Towers - Ayr - Ingham",2022-10-31,2022,10,42136,5,0.000118663,1.186633757,4
"1524","Daly - Tiwi - West Arnhem",2022-10-31,2022,10,18120,NA,NA,NA,NA
"1525","Darwin_Region",2022-10-31,2022,10,86500,77,0.000890173,8.901734104,76
"1526","East Arnhem",2022-10-31,2022,10,14589,8,0.000548358,5.483583522,7
"1527","East Pilbara",2022-10-31,2022,10,27294,18,0.000659486,6.594856012,17
"1528","Far North",2022-10-31,2022,10,33203,45,0.001355299,13.5529922,44
"1529","Innisfail - Cassowary Coast",2022-10-31,2022,10,36020,3,8.32870627429206e-05,0.832870627,2
"1530","Katherine",2022-10-31,2022,10,21335,5,0.000234357,2.343566909,4
"1531","Kimberley",2022-10-31,2022,10,38932,70,0.001798007,17.98006781,69
"1532","Litchfield",2022-10-31,2022,10,22758,NA,NA,NA,NA
"1533","Mackay",2022-10-31,2022,10,125162,8,6.39171633562903e-05,0.639171634,7
"1534","Outback - North",2022-10-31,2022,10,31172,35,0.001122803,11.22802515,34
"1535","Palmerston",2022-10-31,2022,10,40324,15,0.000371987,3.719869061,14
"1536","Port Douglas - Daintree",2022-10-31,2022,10,12604,6,0.000476039,4.760393526,5
"1537","Tablelands (East) - Kuranda",2022-10-31,2022,10,43928,20,0.00045529,4.552904753,19
"1538","Townsville",2022-10-31,2022,10,198622,30,0.000151041,1.510406702,29
"1539","West Pilbara",2022-10-31,2022,10,31610,19,0.000601076,6.01075609,18
"1540","Whitsunday",2022-10-31,2022,10,24283,3,0.000123543,1.235432195,2
"1541","Alice Springs",2022-11-30,2022,11,41043,158,0.003849621,38.49621129,157
"1542","Barkly",2022-11-30,2022,11,6033,0,0,0,0
"1543","Bowen Basin - North",2022-11-30,2022,11,37067,1,2.69781746567027e-05,0.269781747,0
"1544","Cairns_Region",2022-11-30,2022,11,168527,31,0.000183947,1.83946786,30
"1545","Charters Towers - Ayr - Ingham",2022-11-30,2022,11,42136,13,0.000308525,3.085247769,12
"1546","Daly - Tiwi - West Arnhem",2022-11-30,2022,11,18120,NA,NA,NA,NA
"1547","Darwin_Region",2022-11-30,2022,11,86500,64,0.000739884,7.398843931,63
"1548","East Arnhem",2022-11-30,2022,11,14589,7,0.000479814,4.798135582,6
"1549","East Pilbara",2022-11-30,2022,11,27294,24,0.000879314,8.79314135,23
"1550","Far North",2022-11-30,2022,11,33203,40,0.00120471,12.04710418,39
"1551","Innisfail - Cassowary Coast",2022-11-30,2022,11,36020,7,0.000194336,1.943364797,6
"1552","Katherine",2022-11-30,2022,11,21335,NA,NA,NA,NA
"1553","Kimberley",2022-11-30,2022,11,38932,82,0.002106237,21.06236515,81
"1554","Litchfield",2022-11-30,2022,11,22758,NA,NA,NA,NA
"1555","Mackay",2022-11-30,2022,11,125162,12,9.58757450344354e-05,0.95875745,11
"1556","Outback - North",2022-11-30,2022,11,31172,35,0.001122803,11.22802515,34
"1557","Palmerston",2022-11-30,2022,11,40324,12,0.00029759,2.975895248,11
"1558","Port Douglas - Daintree",2022-11-30,2022,11,12604,2,0.00015868,1.586797842,1
"1559","Tablelands (East) - Kuranda",2022-11-30,2022,11,43928,15,0.000341468,3.414678565,14
"1560","Townsville",2022-11-30,2022,11,198622,36,0.000181249,1.812488043,35
"1561","West Pilbara",2022-11-30,2022,11,31610,16,0.000506169,5.061689339,15
"1562","Whitsunday",2022-11-30,2022,11,24283,5,0.000205905,2.059053659,4
"1563","Alice Springs",2022-12-31,2022,12,41043,163,0.003971445,39.71444583,162
"1564","Barkly",2022-12-31,2022,12,6033,22,0.00364661,36.4661031,21
"1565","Bowen Basin - North",2022-12-31,2022,12,37067,1,2.69781746567027e-05,0.269781747,0
"1566","Cairns_Region",2022-12-31,2022,12,168527,37,0.000219549,2.195493897,36
"1567","Charters Towers - Ayr - Ingham",2022-12-31,2022,12,42136,15,0.00035599,3.559901272,14
"1568","Daly - Tiwi - West Arnhem",2022-12-31,2022,12,18120,2,0.000110375,1.103752759,1
"1569","Darwin_Region",2022-12-31,2022,12,86500,99,0.001144509,11.44508671,98
"1570","East Arnhem",2022-12-31,2022,12,14589,22,0.001507985,15.07985469,21
"1571","East Pilbara",2022-12-31,2022,12,27294,20,0.000732762,7.327617791,19
"1572","Far North",2022-12-31,2022,12,33203,35,0.001054122,10.54121616,34
"1573","Innisfail - Cassowary Coast",2022-12-31,2022,12,36020,7,0.000194336,1.943364797,6
"1574","Katherine",2022-12-31,2022,12,21335,59,0.002765409,27.65408952,58
"1575","Kimberley",2022-12-31,2022,12,38932,61,0.001566834,15.66834481,60
"1576","Litchfield",2022-12-31,2022,12,22758,1,4.39405923191845e-05,0.439405923,0
"1577","Mackay",2022-12-31,2022,12,125162,9,7.19068087758265e-05,0.719068088,8
"1578","Outback - North",2022-12-31,2022,12,31172,42,0.001347363,13.47363018,41
"1579","Palmerston",2022-12-31,2022,12,40324,22,0.000545581,5.455807956,21
"1580","Port Douglas - Daintree",2022-12-31,2022,12,12604,3,0.00023802,2.380196763,2
"1581","Tablelands (East) - Kuranda",2022-12-31,2022,12,43928,11,0.00025041,2.504097614,10
"1582","Townsville",2022-12-31,2022,12,198622,39,0.000196353,1.963528713,38
"1583","West Pilbara",2022-12-31,2022,12,31610,18,0.00056944,5.694400506,17
"1584","Whitsunday",2022-12-31,2022,12,24283,6,0.000247086,2.470864391,5
"1585","Alice Springs",2023-01-31,2023,1,41043,NA,NA,NA,NA
"1586","Barkly",2023-01-31,2023,1,6033,NA,NA,NA,NA
"1587","Bowen Basin - North",2023-01-31,2023,1,37067,NA,NA,NA,NA
"1588","Cairns_Region",2023-01-31,2023,1,168527,NA,NA,NA,NA
"1589","Charters Towers - Ayr - Ingham",2023-01-31,2023,1,42136,NA,NA,NA,NA
"1590","Daly - Tiwi - West Arnhem",2023-01-31,2023,1,18120,NA,NA,NA,NA
"1591","Darwin_Region",2023-01-31,2023,1,86500,NA,NA,NA,NA
"1592","East Arnhem",2023-01-31,2023,1,14589,NA,NA,NA,NA
"1593","East Pilbara",2023-01-31,2023,1,27294,NA,NA,NA,NA
"1594","Far North",2023-01-31,2023,1,33203,NA,NA,NA,NA
"1595","Innisfail - Cassowary Coast",2023-01-31,2023,1,36020,NA,NA,NA,NA
"1596","Katherine",2023-01-31,2023,1,21335,NA,NA,NA,NA
"1597","Kimberley",2023-01-31,2023,1,38932,NA,NA,NA,NA
"1598","Litchfield",2023-01-31,2023,1,22758,NA,NA,NA,NA
"1599","Mackay",2023-01-31,2023,1,125162,NA,NA,NA,NA
"1600","Outback - North",2023-01-31,2023,1,31172,NA,NA,NA,NA
"1601","Palmerston",2023-01-31,2023,1,40324,NA,NA,NA,NA
"1602","Port Douglas - Daintree",2023-01-31,2023,1,12604,NA,NA,NA,NA
"1603","Tablelands (East) - Kuranda",2023-01-31,2023,1,43928,NA,NA,NA,NA
"1604","Townsville",2023-01-31,2023,1,198622,NA,NA,NA,NA
"1605","West Pilbara",2023-01-31,2023,1,31610,NA,NA,NA,NA
"1606","Whitsunday",2023-01-31,2023,1,24283,NA,NA,NA,NA
"1607","Alice Springs",2023-02-28,2023,2,41043,NA,NA,NA,NA
"1608","Barkly",2023-02-28,2023,2,6033,NA,NA,NA,NA
"1609","Bowen Basin - North",2023-02-28,2023,2,37067,NA,NA,NA,NA
"1610","Cairns_Region",2023-02-28,2023,2,168527,NA,NA,NA,NA
